csv_code,ref_id,variable,survey_year,topic,selection_source,question,feature_group,year_num
Y0378100,Y03781.00,YASR-65A~000009,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?,substance/risk behavior,1994.0
Y0378400,Y03784.00,YASR-65A~000012,1994,Crime & Substance Use,crime_related_variable,YASR: EVER CONVICTED OF DRINKING/PURCHASING ALCOHOL WHILE UNDER,substance/risk behavior,1994.0
S0042900,S00429.00,P1Q38F,1995,Crime & Substance Use,crime_related_variable,PRINCIPAL #1: SCHOOL PROBLEM - DEGREE OF ROBBERY OR THEFT,school/achievement,1995.0
S0043800,S00438.00,P1Q38O,1995,Crime & Substance Use,crime_related_variable,PRINCIPAL #1: SCHOOL PROBLEM - DEGREE OF POSSESSION OF WEAPONS,school/achievement,1995.0
S0062300,S00623.00,P2Q38F,1995,Crime & Substance Use,crime_related_variable,PRINCIPAL #2: SCHOOL PROBLEM - DEGREE OF ROBBERY OR THEFT,school/achievement,1995.0
S0063200,S00632.00,P2Q38O,1995,Crime & Substance Use,crime_related_variable,PRINCIPAL #2: SCHOOL PROBLEM - DEGREE OF POSSESSION OF WEAPONS,school/achievement,1995.0
S0013300,S00133.00,C1Q59,1995,"Education, Training & Achievement Scores",quick_curated_logit_predictor; team_feature_lasso_top30,SCHOOLING #1: AMOUNT OF HOMEWORK ASSIGNED AT GRADE LEVEL,school/achievement,1995.0
C1639100,C16391.00,MS961519,1996,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,1996.0
C1558800,C15588.00,ANTI1996,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,1996.0
C1559500,C15595.00,ANTIP1996,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,1996.0
C1560200,C15602.00,ANTIZ1996,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,1996.0
C1560900,C15609.00,ANTIPX1996,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,1996.0
C1561600,C15616.00,ANTIZX1996,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,1996.0
C1562500,C15625.00,BPEXTR1996,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1996.0
C1562600,C15626.00,BPEXTP1996,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,1996.0
C1562700,C15627.00,BPEXTZ1996,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1996.0
C1563200,C15632.00,BPMIS21996,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,behavioral/externalizing,1996.0
C1636400,C16364.00,MS961429,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,1996.0
C1636600,C16366.00,MS961433,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,1996.0
C1637000,C16370.00,MS961441,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,1996.0
C1637100,C16371.00,MS961443,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,1996.0
C1637300,C16373.00,MS961447,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,1996.0
C1637900,C16379.00,MS961459,1996,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,1996.0
C1638800,C16388.00,MS961513,1996,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,1996.0
C0128014,C01280.14,NH12_171996,1996,"Parents, Family Process & Childhood",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,# HOUSEHOLD MEMBERS AGED 12 - 17 IN HOUSEHOLD OF MOTHER,family/home,1996.0
C1532700,C15327.00,CS96H-22,1996,Health,quick_curated_logit_predictor; substantive_lasso_top30,HEALTH: CHILD HEIGHT - FEET,health,1996.0
C1588500,C15885.00,CS960817,1996,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,prior delinquency/contact,1996.0
Y0668900,Y06689.00,YASR-61E,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER IN LAST YEAR DAMAGED PROPERTY OF OTHERS ON,prior delinquency/contact,1996.0
Y0669000,Y06690.00,YASR-61B,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: HAVE YOU EVER IN PAST YEAR GOTTEN INTO FIGHT AT,prior delinquency/contact,1996.0
Y0670200,Y06702.00,YASR-61O,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: HAVE YOU EVER IN LAST YEAR HURT SOMEONE ENOUGH TO,prior delinquency/contact,1996.0
Y0670500,Y06705.00,YASR-62A,1996,Crime & Substance Use,crime_related_variable,YASR: EVER BEEN CONVICTED OF CHARGES OTHER THAN MINOR TRAFFIC,prior delinquency/contact,1996.0
Y0670600,Y06706.00,YASR-63,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: NUMBER OF TIMES BEEN CONVICTED OF SOMETHING,prior delinquency/contact,1996.0
Y0671000,Y06710.00,YASR-65A~000001,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF ASSAULT?,prior delinquency/contact,1996.0
Y0671100,Y06711.00,YASR-65A~000002,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF ROBBERY?,prior delinquency/contact,1996.0
Y0671200,Y06712.00,YASR-65A~000003,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF THEFT?,prior delinquency/contact,1996.0
Y0671300,Y06713.00,YASR-65A~000004,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF FENCING/RECEIVING/SELLING STOLEN,prior delinquency/contact,1996.0
Y0671400,Y06714.00,YASR-65A~000005,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF DESTRUCTION OF PROPERTY?,prior delinquency/contact,1996.0
Y0672300,Y06723.00,YASR-65B,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER BEEN CONVICTED OF ANYTHING IN ADULT COURT?,prior delinquency/contact,1996.0
Y0672400,Y06724.00,YASR-67,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER BEEN ON PROBATION?,prior delinquency/contact,1996.0
Y0672700,Y06727.00,YASR-67B,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: STILL ON PROBATION,prior delinquency/contact,1996.0
Y0672800,Y06728.00,YASR-66,1996,Crime & Substance Use,crime_related_variable,YASR: EVER BEEN SENTENCED TO A CORRECTIONS INSTITUTION/JAIL/REFORM,prior delinquency/contact,1996.0
Y0673400,Y06734.00,YASR-66D,1996,Crime & Substance Use,crime_related_variable,YASR: EVER BEEN REFERRED TO COURT-RELATED COUNSELING BY,prior delinquency/contact,1996.0
Y0673500,Y06735.00,YASR-66E,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: NUMBER OF TIMES REFERRED TO COURT-RELATED,prior delinquency/contact,1996.0
Y0673600,Y06736.00,YASR-66F,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: AGE WHEN FIRST REFERRED TO COURT-RELATED COUNSELING,prior delinquency/contact,1996.0
C1588800,C15888.00,CS960823,1996,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,school/achievement,1996.0
C1662300,C16623.00,CS96MATH_GRD,1996,"Education, Training & Achievement Scores",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,PIAT MATH: CHILD GRADE IN SCHOOL,school/achievement,1996.0
Y0674200,Y06742.00,YASR-69B,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: WAS VOLUNTEER WORK COURT ORDERED?,socioeconomic/work,1996.0
C1592100,C15921.00,CS960935,1996,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,1996.0
C1592600,C15926.00,CS960945,1996,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,1996.0
Y0671600,Y06716.00,YASR-65A~000007,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR,substance/risk behavior,1996.0
Y0671700,Y06717.00,YASR-65A~000008,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF SELLING MARIJUANA OR HASHISH?,substance/risk behavior,1996.0
Y0671800,Y06718.00,YASR-65A~000009,1996,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?,substance/risk behavior,1996.0
Y0672100,Y06721.00,YASR-65A~000012,1996,Crime & Substance Use,crime_related_variable,YASR: EVER CONVICTED OF DRINKING/PURCHASING ALCOHOL WHILE UNDER,substance/risk behavior,1996.0
C1980000,C19800.00,MS984031,1998,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,1998.0
C1794500,C17945.00,ANTI1998,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,1998.0
C1795200,C17952.00,ANTIP1998,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,1998.0
C1795900,C17959.00,ANTIZ1998,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,1998.0
C1796600,C17966.00,ANTIPX1998,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,1998.0
C1797300,C17973.00,ANTIZX1998,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,1998.0
C1798200,C17982.00,BPEXTR1998,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1998.0
C1798300,C17983.00,BPEXTP1998,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,1998.0
C1798400,C17984.00,BPEXTZ1998,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1998.0
C1798900,C17989.00,BPMIS21998,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,behavioral/externalizing,1998.0
C1977300,C19773.00,MS984004,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,1998.0
C1977500,C19775.00,MS984006,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,1998.0
C1977900,C19779.00,MS984010,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,1998.0
C1978000,C19780.00,MS984011,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,1998.0
C1978200,C19782.00,MS984013,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,1998.0
C1978800,C19788.00,MS984019,1998,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,1998.0
C1979700,C19797.00,MS984028,1998,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,1998.0
C1910300,C19103.00,CS98005A,1998,Other / Unclassified,quick_curated_logit_predictor; team_feature_lasso_top30,CHILD SELF-ADMIN: HOW MUCH SAY IN RULES ABOUT WATCHING TV,family/home,1998.0
C1944900,C19449.00,MS981A16,1998,"Parents, Family Process & Childhood",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,HOME PART A (0-2 YRS): HOW OFTEN MOTHER TALKS TO CHILD WHILE,family/home,1998.0
C1801400,C18014.00,CS98LIK_02,1998,"Attitudes, Expectations & Non-cognitive Tests",quick_curated_logit_predictor; substantive_lasso_top30,WHAT I AM LIKE/SPPC: SOME KIDS UNHAPPY/SOME PLEASED WITH THEMSELVES,other,1998.0
C1927400,C19274.00,CS98040B,1998,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,prior delinquency/contact,1998.0
Y0966300,Y09663.00,YASR-61E,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER IN LAST YEAR DAMAGED PROPERTY OF OTHERS ON,prior delinquency/contact,1998.0
Y0966400,Y09664.00,YASR-61B,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: HAVE YOU EVER IN PAST YEAR GOTTEN INTO FIGHT AT,prior delinquency/contact,1998.0
Y0967600,Y09676.00,YASR-61O,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: HAVE YOU EVER IN LAST YEAR HURT SOMEONE ENOUGH TO,prior delinquency/contact,1998.0
Y0967900,Y09679.00,YASR-62A,1998,Crime & Substance Use,crime_related_variable,YASR: EVER BEEN CONVICTED OF CHARGES OTHER THAN MINOR TRAFFIC,prior delinquency/contact,1998.0
Y0968000,Y09680.00,YASR-63,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: NUMBER OF TIMES BEEN CONVICTED OF SOMETHING,prior delinquency/contact,1998.0
Y0968400,Y09684.00,YASR-65A~000001,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF ASSAULT?,prior delinquency/contact,1998.0
Y0968500,Y09685.00,YASR-65A~000002,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF ROBBERY?,prior delinquency/contact,1998.0
Y0968600,Y09686.00,YASR-65A~000003,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF THEFT?,prior delinquency/contact,1998.0
Y0968700,Y09687.00,YASR-65A~000004,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF FENCING/RECEIVING/SELLING STOLEN,prior delinquency/contact,1998.0
Y0968800,Y09688.00,YASR-65A~000005,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF DESTRUCTION OF PROPERTY?,prior delinquency/contact,1998.0
Y0969700,Y09697.00,YASR-65B,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER BEEN CONVICTED OF ANYTHING IN ADULT COURT?,prior delinquency/contact,1998.0
Y0969800,Y09698.00,YASR-67,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER BEEN ON PROBATION?,prior delinquency/contact,1998.0
Y0970100,Y09701.00,YASR-67B,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: STILL ON PROBATION,prior delinquency/contact,1998.0
Y0970200,Y09702.00,YASR-66,1998,Crime & Substance Use,crime_related_variable,YASR: EVER BEEN SENTENCED TO A CORRECTIONS INSTITUTION/JAIL/REFORM,prior delinquency/contact,1998.0
Y0970800,Y09708.00,YASR-66D,1998,Crime & Substance Use,crime_related_variable,YASR: EVER BEEN REFERRED TO COURT-RELATED COUNSELING BY,prior delinquency/contact,1998.0
Y0970900,Y09709.00,YASR-66E,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: NUMBER OF TIMES REFERRED TO COURT-RELATED,prior delinquency/contact,1998.0
Y0971000,Y09710.00,YASR-66F,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: AGE WHEN FIRST REFERRED TO COURT-RELATED COUNSELING,prior delinquency/contact,1998.0
C1802100,C18021.00,CS98LIK_09,1998,"Education, Training & Achievement Scores",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,WHAT I AM LIKE/SPPC: SOME DO WELL AT CLASSWORK/OTHERS DO NOT DO SO,school/achievement,1998.0
C1920500,C19205.00,CS98022,1998,"Education, Training & Achievement Scores",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,CHILD SELF-ADMIN: WHAT GRADE IN SCHOOL ARE YOU ATTENDING,school/achievement,1998.0
C1927700,C19277.00,CS98040E,1998,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,school/achievement,1998.0
Y0971600,Y09716.00,YASR-69B,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: WAS VOLUNTEER WORK COURT ORDERED?,socioeconomic/work,1998.0
C1932800,C19328.00,CS98057,1998,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,1998.0
C1933400,C19334.00,CS98063,1998,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,1998.0
Y0954700,Y09547.00,YASR-24A,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT:  HAVE YOU EVER USED MARIJUANA,substance/risk behavior,1998.0
Y0969000,Y09690.00,YASR-65A~000007,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR,substance/risk behavior,1998.0
Y0969100,Y09691.00,YASR-65A~000008,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF SELLING MARIJUANA OR HASHISH?,substance/risk behavior,1998.0
Y0969200,Y09692.00,YASR-65A~000009,1998,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?,substance/risk behavior,1998.0
Y0969500,Y09695.00,YASR-65A~000012,1998,Crime & Substance Use,crime_related_variable,YASR: EVER CONVICTED OF DRINKING/PURCHASING ALCOHOL WHILE UNDER,substance/risk behavior,1998.0
C2435600,C24356.00,MS2-31,2000,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2000.0
C2432900,C24329.00,MS2-04,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2000.0
C2433100,C24331.00,MS2-06,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2000.0
C2433500,C24335.00,MS2-10,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2000.0
C2433600,C24336.00,MS2-11,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2000.0
C2433800,C24338.00,MS2-13,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2000.0
C2434400,C24344.00,MS2-19,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2000.0
C2496500,C24965.00,BPMIS22000,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,behavioral/externalizing,2000.0
C2496600,C24966.00,BPEXTR2000,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2000.0
C2497100,C24971.00,BPEXTP2000,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,2000.0
C2497200,C24972.00,BPEXTZ2000,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2000.0
C2497400,C24974.00,ANTI2000,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,2000.0
C2497500,C24975.00,ANTIPX2000,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,2000.0
C2497600,C24976.00,ANTIP2000,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,2000.0
C2497700,C24977.00,ANTIZX2000,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,2000.0
C2497800,C24978.00,ANTIZ2000,2000,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,2000.0
C2435300,C24353.00,MS2-28,2000,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2000.0
C2254614,C22546.14,HLTH-5A~000016,2000,Health,quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,CHILD HEALTH: TYPE OF LIMITING CONDITION,health,2000.0
C2466100,C24661.00,CSAS040B,2000,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,prior delinquency/contact,2000.0
Y1176800,Y11768.00,YASR-65A~000001,2000,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,prior delinquency/contact,2000.0
Y1176801,Y11768.01,YASR-65A~000002,2000,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,prior delinquency/contact,2000.0
Y1176802,Y11768.02,YASR-65A~000003,2000,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,prior delinquency/contact,2000.0
Y1176804,Y11768.04,YASR-65A~000005,2000,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,prior delinquency/contact,2000.0
Y1177000,Y11770.00,YASR-67,2000,Crime & Substance Use,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,prior delinquency/contact,2000.0
Y1176900,Y11769.00,YASR-66,2000,Other / Unclassified,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS,prior delinquency/contact,2000.0
Y1176200,Y11762.00,YASR-61B,2000,Crime & Substance Use,crime_related_variable,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,school/achievement,2000.0
C2466400,C24664.00,CSAS040E,2000,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,school/achievement,2000.0
C2479400,C24794.00,CSAS107C,2000,"Education, Training & Achievement Scores",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,CHILD SELF-ADMIN: EVER HAD A CLASS/TRAINING PROGRAM ON WORD,school/achievement,2000.0
Y1177300,Y11773.00,YASR-69B,2000,Crime & Substance Use,crime_related_variable,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?,socioeconomic/work,2000.0
C2472000,C24720.00,CSAS057,2000,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,2000.0
C2472600,C24726.00,CSAS063,2000,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,2000.0
Y1176806,Y11768.06,YASR-65A~000007,2000,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,substance/risk behavior,2000.0
Y1176807,Y11768.07,YASR-65A~000008,2000,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,substance/risk behavior,2000.0
C2740400,C27404.00,BPI-31,2002,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2002.0
C2525000,C25250.00,BPMIS22002,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,behavioral/externalizing,2002.0
C2525100,C25251.00,BPEXTR2002,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2002.0
C2525600,C25256.00,BPEXTP2002,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,2002.0
C2525700,C25257.00,BPEXTZ2002,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2002.0
