C0000100,any_delinquency,any_violence,target_violent_ever,target_property_ever
253604,0.0,0.0,0.0,0.0
253801,1.0,1.0,1.0,1.0
253802,1.0,1.0,1.0,1.0
253803,1.0,1.0,1.0,1.0
254201,1.0,1.0,1.0,1.0
254202,1.0,1.0,1.0,1.0
254401,1.0,1.0,1.0,1.0
254402,1.0,1.0,1.0,1.0
254901,1.0,1.0,1.0,1.0
254902,1.0,1.0,1.0,1.0
254903,1.0,1.0,1.0,1.0
255101,1.0,1.0,1.0,1.0
255201,1.0,1.0,1.0,1.0
255202,1.0,1.0,1.0,1.0
255401,,,,
255801,1.0,1.0,1.0,1.0
255802,1.0,1.0,1.0,1.0
255803,1.0,1.0,1.0,1.0
255901,1.0,1.0,1.0,1.0
255902,1.0,1.0,1.0,1.0
255903,1.0,1.0,1.0,1.0
256001,1.0,0.0,0.0,
256002,1.0,0.0,0.0,
256003,,,,
256401,1.0,1.0,1.0,0.0
256402,1.0,1.0,1.0,1.0
256403,1.0,1.0,1.0,1.0
256404,1.0,1.0,1.0,1.0
256501,1.0,1.0,1.0,1.0
256502,0.0,0.0,0.0,
256503,1.0,1.0,1.0,1.0
256601,0.0,0.0,0.0,0.0
256701,1.0,1.0,1.0,1.0
256901,1.0,1.0,1.0,1.0
256902,1.0,1.0,1.0,1.0
256903,1.0,1.0,1.0,1.0
257001,0.0,0.0,1.0,1.0
257002,1.0,1.0,1.0,1.0
257301,0.0,0.0,0.0,0.0
257701,0.0,0.0,0.0,0.0
257702,0.0,0.0,0.0,0.0
258001,1.0,1.0,1.0,1.0
258501,1.0,1.0,1.0,1.0
258801,1.0,1.0,1.0,1.0
259101,0.0,0.0,1.0,0.0
259201,0.0,0.0,0.0,0.0
259601,0.0,0.0,0.0,0.0
259901,,,,
259902,,,,
259903,1.0,1.0,1.0,1.0
260501,1.0,1.0,1.0,1.0
260601,1.0,1.0,1.0,1.0
260602,1.0,1.0,1.0,1.0
260701,1.0,1.0,1.0,1.0
260702,1.0,1.0,1.0,1.0
260801,,,,
261501,1.0,1.0,1.0,1.0
261502,1.0,1.0,1.0,1.0
261503,1.0,1.0,1.0,1.0
261504,1.0,1.0,1.0,1.0
262301,0.0,0.0,0.0,0.0
262601,1.0,1.0,1.0,1.0
262602,1.0,1.0,1.0,1.0
262701,1.0,1.0,1.0,1.0
262702,1.0,1.0,1.0,1.0
262901,1.0,1.0,1.0,1.0
263501,1.0,1.0,1.0,1.0
263601,,,,
263801,0.0,0.0,0.0,0.0
264001,1.0,1.0,1.0,0.0
264002,0.0,0.0,0.0,0.0
264501,0.0,0.0,0.0,0.0
264502,1.0,1.0,1.0,1.0
264601,1.0,1.0,1.0,1.0
264801,,,1.0,0.0
264802,,,,
265101,0.0,0.0,0.0,0.0
265102,1.0,1.0,1.0,1.0
265103,1.0,1.0,1.0,1.0
265201,1.0,0.0,0.0,1.0
265202,1.0,1.0,1.0,1.0
265401,1.0,1.0,1.0,1.0
265402,1.0,1.0,1.0,1.0
265403,1.0,1.0,1.0,1.0
265501,1.0,1.0,1.0,1.0
265502,1.0,1.0,1.0,1.0
265503,1.0,1.0,1.0,1.0
265504,1.0,1.0,1.0,1.0
265505,1.0,1.0,1.0,1.0
265506,1.0,1.0,1.0,1.0
265507,0.0,0.0,0.0,0.0
265901,1.0,1.0,1.0,1.0
265902,1.0,1.0,1.0,1.0
266201,1.0,1.0,1.0,0.0
266202,0.0,0.0,0.0,0.0
266203,1.0,1.0,1.0,1.0
266301,1.0,1.0,1.0,1.0
266302,1.0,0.0,1.0,1.0
266303,1.0,1.0,1.0,0.0
266304,1.0,1.0,1.0,1.0
266305,1.0,1.0,1.0,1.0
266306,1.0,1.0,1.0,1.0
266307,1.0,1.0,1.0,1.0
266308,,,,
266309,1.0,1.0,1.0,1.0
266401,1.0,0.0,1.0,0.0
266901,1.0,1.0,1.0,1.0
266902,1.0,1.0,1.0,1.0
267001,1.0,1.0,1.0,0.0
267002,1.0,1.0,1.0,1.0
267201,1.0,0.0,0.0,0.0
267202,1.0,1.0,1.0,1.0
267501,1.0,0.0,0.0,1.0
267502,0.0,0.0,1.0,1.0
267503,1.0,1.0,1.0,1.0
267504,1.0,1.0,1.0,1.0
267701,1.0,1.0,1.0,1.0
267702,1.0,0.0,0.0,1.0
267901,1.0,1.0,1.0,0.0
267902,1.0,1.0,1.0,1.0
267903,1.0,1.0,1.0,1.0
267904,1.0,1.0,1.0,1.0
267905,1.0,1.0,1.0,1.0
267906,1.0,1.0,1.0,1.0
268001,1.0,1.0,1.0,1.0
268002,1.0,1.0,1.0,1.0
268101,1.0,1.0,1.0,1.0
268102,1.0,1.0,1.0,1.0
268103,1.0,1.0,1.0,1.0
268104,1.0,1.0,1.0,1.0
268301,1.0,1.0,1.0,0.0
268302,1.0,1.0,1.0,1.0
268303,1.0,1.0,1.0,1.0
268304,,,,
268305,1.0,1.0,1.0,1.0
268901,1.0,1.0,1.0,1.0
268902,1.0,1.0,1.0,1.0
269001,1.0,1.0,1.0,1.0
269002,1.0,1.0,1.0,1.0
269003,1.0,1.0,1.0,1.0
269101,1.0,1.0,1.0,1.0
269102,1.0,1.0,1.0,1.0
269201,1.0,1.0,1.0,0.0
269202,1.0,1.0,1.0,1.0
269203,1.0,1.0,1.0,1.0
269801,1.0,1.0,1.0,1.0
269901,0.0,0.0,1.0,0.0
269902,1.0,1.0,1.0,1.0
270001,1.0,1.0,1.0,1.0
270002,1.0,1.0,1.0,1.0
270101,1.0,1.0,1.0,1.0
270401,0.0,0.0,0.0,
270501,1.0,1.0,1.0,0.0
270502,1.0,1.0,1.0,0.0
270503,1.0,1.0,1.0,1.0
270601,1.0,1.0,1.0,1.0
270602,1.0,1.0,1.0,1.0
270901,1.0,0.0,0.0,0.0
271001,0.0,0.0,1.0,1.0
271002,1.0,1.0,1.0,1.0
271003,1.0,1.0,1.0,1.0
271201,1.0,1.0,1.0,1.0
271202,1.0,1.0,1.0,1.0
271203,1.0,1.0,1.0,1.0
272001,1.0,1.0,1.0,0.0
272002,,,0.0,0.0
272003,0.0,0.0,0.0,0.0
272201,1.0,0.0,0.0,1.0
272301,1.0,1.0,1.0,1.0
272302,1.0,1.0,1.0,1.0
272701,0.0,0.0,0.0,
272901,1.0,1.0,1.0,1.0
272902,1.0,0.0,0.0,0.0
272903,1.0,1.0,1.0,1.0
273101,1.0,1.0,1.0,1.0
273102,1.0,1.0,1.0,1.0
273501,1.0,1.0,1.0,1.0
273601,1.0,1.0,1.0,0.0
273701,1.0,1.0,1.0,1.0
273702,0.0,0.0,0.0,0.0
273703,1.0,1.0,1.0,1.0
273901,1.0,1.0,1.0,1.0
273902,1.0,1.0,1.0,1.0
274001,1.0,1.0,1.0,1.0
274002,1.0,1.0,1.0,1.0
274201,0.0,0.0,0.0,0.0
274202,0.0,0.0,0.0,0.0
274301,1.0,1.0,1.0,1.0
274302,1.0,1.0,1.0,1.0
274401,1.0,1.0,1.0,1.0
274601,0.0,0.0,0.0,0.0
274602,1.0,1.0,1.0,1.0
274801,0.0,0.0,0.0,0.0
274802,1.0,1.0,1.0,1.0
275201,0.0,0.0,0.0,0.0
275202,0.0,0.0,0.0,0.0
275203,,,,
275301,1.0,0.0,1.0,1.0
275302,1.0,1.0,1.0,0.0
275601,,,,
275602,,,,
275701,0.0,0.0,0.0,0.0
275702,0.0,0.0,0.0,0.0
275703,,,,
275801,0.0,0.0,0.0,
275802,1.0,1.0,1.0,0.0
276901,1.0,1.0,0.0,0.0
276902,0.0,0.0,0.0,1.0
276903,1.0,1.0,1.0,1.0
277001,0.0,0.0,0.0,0.0
277002,1.0,1.0,1.0,1.0
277003,1.0,1.0,1.0,1.0
277101,1.0,1.0,1.0,0.0
277102,1.0,1.0,1.0,1.0
277103,1.0,1.0,1.0,1.0
277501,0.0,0.0,0.0,0.0
277502,1.0,1.0,1.0,1.0
277503,1.0,1.0,1.0,1.0
277801,1.0,0.0,0.0,0.0
277802,1.0,1.0,1.0,1.0
277803,1.0,1.0,1.0,1.0
278101,0.0,0.0,0.0,0.0
278102,0.0,0.0,0.0,0.0
278103,1.0,1.0,1.0,1.0
278401,1.0,1.0,1.0,1.0
278501,0.0,0.0,0.0,0.0
278901,,,,
278902,,,,
278903,,,,
279001,0.0,0.0,0.0,0.0
279002,0.0,0.0,1.0,0.0
279201,0.0,0.0,0.0,0.0
279202,1.0,1.0,1.0,0.0
279203,1.0,1.0,1.0,1.0
279501,1.0,1.0,1.0,0.0
279502,1.0,1.0,1.0,0.0
279503,1.0,1.0,1.0,1.0
279504,1.0,1.0,1.0,1.0
279601,,,0.0,0.0
279602,,,0.0,0.0
279603,,,,
279604,,,,
280401,1.0,1.0,1.0,1.0
280402,1.0,1.0,1.0,1.0
280801,0.0,0.0,0.0,0.0
280802,1.0,1.0,1.0,1.0
280803,1.0,1.0,1.0,1.0
280901,1.0,1.0,1.0,0.0
280902,1.0,0.0,0.0,1.0
281001,1.0,1.0,1.0,1.0
281401,1.0,1.0,1.0,1.0
281402,1.0,1.0,1.0,1.0
281701,0.0,0.0,0.0,0.0
281702,0.0,0.0,0.0,0.0
281703,1.0,1.0,1.0,0.0
281801,1.0,1.0,1.0,1.0
281802,1.0,1.0,1.0,1.0
281901,0.0,0.0,0.0,0.0
281902,,,0.0,0.0
282201,,,,
282202,,,,
282301,0.0,0.0,0.0,1.0
282302,1.0,1.0,1.0,1.0
282601,1.0,1.0,1.0,1.0
282602,1.0,1.0,1.0,1.0
282603,0.0,0.0,0.0,0.0
282801,1.0,1.0,1.0,1.0
282802,1.0,0.0,1.0,1.0
282803,1.0,1.0,1.0,1.0
282901,1.0,1.0,1.0,1.0
282902,1.0,1.0,1.0,1.0
283401,1.0,0.0,1.0,0.0
283402,1.0,1.0,1.0,0.0
283403,0.0,0.0,0.0,
283501,1.0,0.0,1.0,0.0
283502,0.0,0.0,0.0,0.0
284101,0.0,0.0,0.0,1.0
284102,1.0,1.0,1.0,1.0
284103,1.0,1.0,1.0,1.0
285001,1.0,1.0,1.0,1.0
285002,1.0,1.0,1.0,1.0
285501,1.0,1.0,1.0,1.0
285502,1.0,1.0,1.0,1.0
285503,1.0,1.0,1.0,1.0
286401,1.0,1.0,1.0,1.0
286901,,,,
287701,1.0,1.0,1.0,1.0
287702,1.0,1.0,1.0,1.0
287801,0.0,0.0,1.0,1.0
287802,,,,
287803,1.0,0.0,1.0,1.0
287804,1.0,1.0,1.0,0.0
287805,1.0,1.0,1.0,1.0
287806,1.0,1.0,1.0,1.0
287901,0.0,0.0,0.0,0.0
287902,1.0,1.0,1.0,1.0
288001,0.0,0.0,0.0,
288002,1.0,1.0,1.0,1.0
288301,1.0,1.0,1.0,1.0
288302,0.0,0.0,0.0,
288303,,,,
288501,0.0,0.0,0.0,1.0
288502,1.0,1.0,1.0,1.0
288503,1.0,1.0,1.0,1.0
288601,1.0,1.0,1.0,0.0
288602,1.0,0.0,1.0,0.0
288603,1.0,1.0,1.0,1.0
288701,,,,
288901,1.0,1.0,1.0,1.0
288902,1.0,1.0,1.0,1.0
289201,1.0,1.0,1.0,1.0
289202,1.0,1.0,1.0,1.0
289203,1.0,1.0,1.0,1.0
289401,1.0,1.0,1.0,1.0
289402,1.0,1.0,1.0,1.0
289403,1.0,1.0,1.0,1.0
290001,1.0,1.0,1.0,1.0
290002,1.0,1.0,1.0,1.0
290201,1.0,1.0,1.0,1.0
290202,1.0,1.0,1.0,1.0
290801,1.0,1.0,1.0,1.0
290802,1.0,1.0,1.0,1.0
290803,1.0,1.0,1.0,1.0
290901,1.0,1.0,1.0,1.0
290902,,,0.0,0.0
291001,1.0,1.0,1.0,1.0
291002,1.0,1.0,1.0,1.0
291101,1.0,1.0,1.0,0.0
291102,1.0,1.0,1.0,1.0
291103,1.0,1.0,1.0,1.0
291104,1.0,1.0,1.0,1.0
291801,1.0,1.0,1.0,1.0
291802,1.0,1.0,1.0,1.0
291901,0.0,0.0,0.0,
292601,,,0.0,0.0
292602,,,0.0,0.0
292603,,,,
292604,,,,
292801,1.0,1.0,1.0,1.0
292802,1.0,1.0,1.0,1.0
293001,,,,
293401,0.0,0.0,0.0,
293402,0.0,0.0,0.0,
293403,0.0,0.0,0.0,
293501,,,,
293502,,,,
293601,1.0,1.0,1.0,1.0
293801,1.0,1.0,1.0,1.0
294301,0.0,0.0,0.0,
294302,0.0,0.0,0.0,
294303,1.0,1.0,1.0,1.0
294601,1.0,1.0,1.0,1.0
294602,1.0,1.0,1.0,1.0
294801,0.0,0.0,1.0,0.0
294802,0.0,0.0,0.0,0.0
294803,1.0,1.0,1.0,1.0
294804,1.0,1.0,1.0,1.0
294901,1.0,1.0,1.0,1.0
294902,1.0,1.0,1.0,1.0
294903,1.0,1.0,1.0,1.0
294904,1.0,1.0,1.0,1.0
295201,1.0,1.0,1.0,1.0
295501,1.0,1.0,1.0,1.0
295502,1.0,1.0,1.0,1.0
295901,1.0,1.0,1.0,1.0
295902,1.0,1.0,1.0,1.0
295903,1.0,1.0,1.0,1.0
296101,1.0,1.0,1.0,1.0
296102,1.0,1.0,1.0,1.0
296103,1.0,1.0,1.0,1.0
296401,1.0,1.0,1.0,1.0
296402,1.0,1.0,1.0,1.0
296901,0.0,0.0,0.0,0.0
297001,1.0,1.0,1.0,0.0
297002,0.0,0.0,0.0,0.0
297003,0.0,0.0,0.0,0.0
297801,1.0,1.0,1.0,1.0
297802,1.0,1.0,1.0,1.0
297901,1.0,1.0,1.0,1.0
297902,1.0,1.0,1.0,1.0
297903,1.0,1.0,1.0,1.0
298301,1.0,1.0,1.0,1.0
298302,1.0,1.0,1.0,1.0
299001,1.0,1.0,1.0,1.0
299002,1.0,1.0,1.0,1.0
299301,1.0,1.0,1.0,1.0
299302,,,1.0,0.0
299501,1.0,1.0,1.0,1.0
300401,0.0,0.0,0.0,0.0
300402,0.0,0.0,0.0,0.0
300403,1.0,1.0,1.0,1.0
300404,1.0,1.0,1.0,1.0
300701,,,,
301001,0.0,0.0,0.0,0.0
301101,1.0,1.0,1.0,1.0
301102,1.0,1.0,1.0,1.0
301201,1.0,1.0,1.0,1.0
301301,1.0,1.0,1.0,
301302,0.0,0.0,0.0,
301303,,,,
301304,,,,
301401,1.0,1.0,1.0,1.0
302001,1.0,1.0,1.0,1.0
302101,1.0,1.0,1.0,0.0
302102,1.0,0.0,0.0,0.0
302103,1.0,1.0,1.0,1.0
302104,1.0,1.0,1.0,1.0
302301,1.0,1.0,1.0,1.0
302302,1.0,1.0,1.0,1.0
302501,1.0,1.0,1.0,0.0
302502,0.0,0.0,0.0,0.0
302701,0.0,0.0,0.0,0.0
302702,0.0,0.0,1.0,0.0
302703,1.0,1.0,1.0,1.0
302704,1.0,1.0,1.0,1.0
303501,0.0,0.0,0.0,0.0
303502,1.0,1.0,1.0,1.0
303503,1.0,1.0,1.0,1.0
303504,1.0,1.0,1.0,1.0
303505,1.0,1.0,1.0,1.0
303601,1.0,1.0,1.0,1.0
303602,1.0,1.0,1.0,1.0
303801,,,,
303802,,,,
303803,,,,
304101,1.0,0.0,0.0,0.0
304102,1.0,1.0,1.0,0.0
304103,1.0,1.0,1.0,1.0
304104,1.0,1.0,1.0,1.0
304201,1.0,1.0,1.0,1.0
304301,1.0,1.0,1.0,1.0
304302,1.0,1.0,1.0,1.0
304501,,,0.0,0.0
304502,0.0,0.0,0.0,0.0
304503,0.0,0.0,0.0,0.0
304504,1.0,1.0,1.0,1.0
304601,,,,
304602,1.0,1.0,1.0,0.0
304603,1.0,1.0,1.0,0.0
304604,0.0,0.0,0.0,1.0
304605,1.0,1.0,1.0,1.0
304701,1.0,0.0,1.0,1.0
304702,1.0,0.0,0.0,
304801,,,,
304802,,,,
304901,1.0,1.0,1.0,1.0
304902,0.0,0.0,0.0,1.0
305101,1.0,1.0,1.0,0.0
305102,1.0,1.0,1.0,0.0
305103,1.0,1.0,1.0,1.0
305301,,,,
305401,1.0,0.0,0.0,
305402,0.0,0.0,0.0,0.0
305403,1.0,1.0,1.0,1.0
305701,1.0,1.0,1.0,1.0
305702,1.0,1.0,1.0,0.0
305801,1.0,1.0,1.0,1.0
305802,0.0,0.0,0.0,
305803,0.0,0.0,0.0,
305804,1.0,1.0,1.0,1.0
305805,1.0,1.0,1.0,1.0
306101,1.0,1.0,1.0,1.0
306601,1.0,1.0,1.0,1.0
306602,1.0,1.0,1.0,1.0
306801,,,,
306802,1.0,1.0,1.0,0.0
306901,1.0,1.0,1.0,1.0
306902,1.0,1.0,1.0,1.0
307301,1.0,1.0,1.0,1.0
307302,1.0,1.0,1.0,1.0
307401,1.0,1.0,1.0,1.0
307402,,,,
307403,,,,
307501,1.0,1.0,1.0,1.0
307801,,,,
307802,,,,
307901,1.0,1.0,1.0,1.0
308001,1.0,1.0,1.0,1.0
308101,0.0,0.0,0.0,0.0
308501,1.0,1.0,1.0,1.0
309301,0.0,0.0,0.0,0.0
309302,1.0,1.0,1.0,1.0
309501,1.0,0.0,0.0,0.0
309502,1.0,1.0,1.0,1.0
309601,0.0,0.0,0.0,0.0
309602,1.0,1.0,1.0,1.0
309801,1.0,1.0,1.0,1.0
309802,1.0,1.0,1.0,1.0
309901,1.0,1.0,1.0,1.0
309902,1.0,1.0,1.0,1.0
310101,1.0,1.0,1.0,0.0
310102,1.0,1.0,1.0,1.0
310103,1.0,1.0,1.0,1.0
310501,1.0,1.0,1.0,0.0
310502,1.0,1.0,1.0,1.0
310601,1.0,1.0,1.0,1.0
310701,1.0,1.0,1.0,1.0
310702,1.0,1.0,1.0,1.0
310801,,,,
310802,1.0,1.0,1.0,1.0
310803,1.0,1.0,1.0,1.0
310901,1.0,1.0,1.0,1.0
311101,1.0,1.0,1.0,1.0
311102,1.0,1.0,1.0,1.0
311301,1.0,1.0,1.0,0.0
311302,1.0,0.0,0.0,1.0
311501,0.0,0.0,0.0,0.0
311701,1.0,1.0,1.0,1.0
311702,0.0,0.0,0.0,
311801,1.0,1.0,1.0,1.0
311802,1.0,1.0,1.0,1.0
311901,,,,
312001,1.0,1.0,1.0,1.0
312002,1.0,1.0,1.0,1.0
312101,0.0,0.0,1.0,0.0
312102,1.0,1.0,1.0,1.0
312103,1.0,1.0,1.0,1.0
312201,1.0,1.0,1.0,1.0
312202,1.0,1.0,1.0,1.0
312901,1.0,1.0,1.0,1.0
312902,1.0,1.0,1.0,1.0
313001,,,,
313002,,,,
313501,,,0.0,0.0
313502,,,,
314501,1.0,1.0,1.0,1.0
314502,1.0,1.0,1.0,1.0
315001,1.0,1.0,1.0,1.0
315002,1.0,1.0,1.0,1.0
315101,1.0,1.0,1.0,1.0
315102,1.0,1.0,1.0,1.0
315103,1.0,1.0,1.0,1.0
315401,1.0,1.0,1.0,1.0
315402,1.0,1.0,1.0,1.0
315403,1.0,1.0,1.0,1.0
315404,,,,
315501,1.0,1.0,1.0,1.0
315502,1.0,1.0,1.0,1.0
315503,1.0,1.0,1.0,1.0
315601,1.0,1.0,1.0,1.0
315602,1.0,1.0,1.0,1.0
316201,1.0,1.0,1.0,1.0
316202,1.0,1.0,1.0,1.0
316301,1.0,0.0,1.0,1.0
316302,1.0,1.0,1.0,0.0
316303,1.0,1.0,1.0,1.0
316401,0.0,0.0,1.0,0.0
316402,1.0,1.0,1.0,1.0
316501,1.0,1.0,1.0,1.0
316502,1.0,1.0,1.0,1.0
316503,1.0,1.0,1.0,1.0
317601,,,0.0,0.0
317602,,,,
317801,0.0,0.0,0.0,0.0
317802,0.0,0.0,0.0,
317901,1.0,1.0,1.0,1.0
318201,1.0,1.0,1.0,1.0
318202,1.0,1.0,1.0,1.0
318203,1.0,1.0,1.0,1.0
318801,,,,
318802,,,,
319001,0.0,0.0,0.0,0.0
319002,0.0,0.0,0.0,0.0
319003,1.0,1.0,1.0,1.0
319004,1.0,1.0,1.0,1.0
319005,1.0,1.0,1.0,1.0
319006,1.0,1.0,1.0,1.0
319701,1.0,0.0,1.0,0.0
319702,1.0,1.0,1.0,1.0
319801,1.0,0.0,1.0,1.0
319802,0.0,0.0,0.0,0.0
320101,1.0,1.0,1.0,0.0
320102,1.0,1.0,1.0,1.0
320103,1.0,1.0,1.0,1.0
320401,1.0,1.0,1.0,1.0
320402,1.0,1.0,1.0,1.0
320601,1.0,1.0,1.0,1.0
321201,,,,
321701,,,,
322101,0.0,0.0,0.0,0.0
322102,1.0,1.0,1.0,1.0
322201,,,,
322501,1.0,1.0,1.0,1.0
322502,1.0,1.0,1.0,1.0
322503,1.0,1.0,1.0,1.0
322504,1.0,1.0,1.0,1.0
322505,1.0,1.0,1.0,1.0
323301,,,,
323601,1.0,1.0,1.0,1.0
323701,0.0,0.0,0.0,0.0
324201,1.0,1.0,1.0,1.0
324202,1.0,1.0,1.0,1.0
324301,1.0,1.0,1.0,1.0
324302,1.0,1.0,1.0,1.0
324303,1.0,1.0,1.0,1.0
324401,1.0,1.0,1.0,1.0
324402,1.0,1.0,1.0,1.0
324501,1.0,1.0,1.0,1.0
324801,1.0,1.0,1.0,1.0
324802,1.0,1.0,1.0,1.0
325001,1.0,1.0,1.0,1.0
325002,1.0,1.0,1.0,1.0
325003,1.0,1.0,1.0,1.0
325004,1.0,1.0,1.0,1.0
325201,1.0,1.0,1.0,0.0
325202,1.0,1.0,1.0,1.0
325301,1.0,1.0,1.0,1.0
325401,1.0,1.0,1.0,1.0
325402,1.0,1.0,1.0,1.0
325901,1.0,1.0,1.0,1.0
325902,1.0,0.0,0.0,1.0
325903,0.0,0.0,0.0,0.0
325904,1.0,1.0,1.0,0.0
326001,1.0,1.0,1.0,0.0
326002,1.0,0.0,0.0,0.0
326801,,,,
326802,1.0,1.0,1.0,1.0
326803,,,,
326804,,,,
326805,1.0,1.0,1.0,1.0
326806,1.0,1.0,1.0,1.0
326807,1.0,1.0,1.0,1.0
326808,1.0,1.0,1.0,1.0
326901,1.0,1.0,1.0,1.0
327301,0.0,0.0,0.0,1.0
327302,1.0,1.0,1.0,1.0
327303,1.0,1.0,1.0,1.0
327801,,,0.0,0.0
328001,1.0,1.0,1.0,1.0
328002,1.0,1.0,1.0,1.0
328003,1.0,1.0,1.0,1.0
328601,,,,
328602,,,,
328603,0.0,0.0,0.0,
328701,1.0,1.0,1.0,0.0
328702,1.0,1.0,1.0,1.0
328703,1.0,1.0,1.0,1.0
328704,1.0,1.0,1.0,1.0
328801,,,,
328802,,,,
329101,0.0,0.0,0.0,0.0
329102,1.0,1.0,1.0,1.0
329201,,,,
329301,1.0,0.0,1.0,1.0
329302,1.0,1.0,1.0,1.0
329801,,,,
329901,,,,
329902,,,,
330301,0.0,0.0,0.0,0.0
330302,1.0,1.0,1.0,1.0
330303,1.0,1.0,1.0,1.0
330401,1.0,1.0,1.0,1.0
330601,1.0,1.0,1.0,0.0
330602,1.0,0.0,0.0,1.0
330901,1.0,0.0,0.0,
331201,1.0,1.0,1.0,0.0
331501,0.0,0.0,1.0,0.0
331502,1.0,1.0,1.0,0.0
331503,1.0,1.0,1.0,1.0
331504,1.0,0.0,0.0,0.0
331505,1.0,1.0,1.0,0.0
331506,1.0,1.0,1.0,0.0
331601,0.0,0.0,0.0,0.0
331602,1.0,1.0,1.0,0.0
331603,,,,
331604,1.0,1.0,1.0,1.0
331605,,,,
331701,,,,
331702,0.0,0.0,0.0,
331703,0.0,0.0,0.0,0.0
331704,0.0,0.0,0.0,1.0
331705,,,0.0,0.0
332001,,,,
332002,,,,
332003,,,,
332101,0.0,0.0,0.0,
332102,0.0,0.0,0.0,
332201,1.0,1.0,1.0,1.0
332501,1.0,1.0,1.0,0.0
333801,1.0,1.0,1.0,1.0
333901,,,,
333902,,,,
333903,,,,
334101,1.0,1.0,1.0,1.0
334201,1.0,1.0,1.0,1.0
334501,,,,
334701,1.0,0.0,0.0,0.0
334702,1.0,1.0,1.0,1.0
334801,0.0,0.0,0.0,0.0
334802,0.0,0.0,0.0,0.0
334803,,,,
334804,0.0,0.0,0.0,0.0
334805,1.0,1.0,1.0,1.0
334806,,,0.0,0.0
335001,1.0,1.0,1.0,1.0
335002,1.0,1.0,1.0,1.0
335201,,,,
335202,1.0,1.0,1.0,1.0
335203,1.0,1.0,1.0,1.0
335501,1.0,1.0,1.0,1.0
335502,1.0,1.0,1.0,1.0
335503,1.0,1.0,1.0,1.0
335801,1.0,1.0,1.0,1.0
335802,1.0,1.0,1.0,1.0
336001,1.0,1.0,1.0,1.0
336002,1.0,1.0,1.0,1.0
336201,0.0,0.0,0.0,
336301,1.0,1.0,1.0,1.0
336302,1.0,1.0,1.0,1.0
336401,1.0,1.0,1.0,1.0
336402,1.0,1.0,1.0,1.0
336501,1.0,1.0,1.0,1.0
336502,1.0,1.0,1.0,1.0
336503,1.0,1.0,1.0,1.0
336504,1.0,1.0,1.0,1.0
336901,1.0,1.0,1.0,1.0
336902,1.0,1.0,1.0,1.0
337001,0.0,0.0,0.0,
337002,1.0,1.0,1.0,1.0
337003,1.0,1.0,1.0,1.0
337101,1.0,0.0,0.0,
337102,,,,
337103,,,,
337104,1.0,1.0,1.0,1.0
337105,1.0,1.0,1.0,1.0
337301,,,,
337302,,,,
337701,,,,
338301,,,,
338401,,,,
338601,,,,
338701,0.0,0.0,0.0,0.0
338702,1.0,0.0,0.0,1.0
338703,1.0,1.0,1.0,1.0
339301,1.0,1.0,1.0,1.0
339302,1.0,1.0,1.0,1.0
339701,1.0,1.0,1.0,1.0
339702,1.0,1.0,1.0,1.0
339703,1.0,1.0,1.0,1.0
340201,1.0,1.0,1.0,1.0
340202,1.0,1.0,1.0,1.0
340203,1.0,1.0,1.0,1.0
340701,0.0,0.0,0.0,0.0
340702,0.0,0.0,0.0,0.0
340801,,,0.0,0.0
340802,,,,
340803,,,,
340804,,,,
341101,0.0,0.0,0.0,
341102,0.0,0.0,0.0,
341201,0.0,0.0,1.0,0.0
341202,1.0,1.0,1.0,1.0
341301,0.0,0.0,1.0,0.0
341302,0.0,0.0,0.0,1.0
341601,1.0,1.0,1.0,1.0
341801,1.0,1.0,1.0,1.0
342101,0.0,0.0,0.0,0.0
342102,1.0,1.0,1.0,1.0
342201,1.0,1.0,1.0,1.0
342202,1.0,1.0,1.0,1.0
342301,1.0,1.0,1.0,1.0
342302,1.0,1.0,1.0,1.0
342303,1.0,1.0,1.0,1.0
342304,1.0,1.0,1.0,1.0
342401,1.0,1.0,1.0,1.0
342402,1.0,1.0,1.0,1.0
342601,1.0,1.0,1.0,1.0
342602,1.0,1.0,1.0,1.0
342603,1.0,1.0,1.0,1.0
342801,1.0,1.0,1.0,1.0
342802,1.0,1.0,1.0,1.0
342803,1.0,1.0,1.0,1.0
342901,0.0,0.0,0.0,0.0
342902,0.0,0.0,0.0,0.0
342903,1.0,1.0,1.0,1.0
342904,1.0,1.0,1.0,1.0
343001,1.0,1.0,1.0,1.0
343002,1.0,1.0,1.0,1.0
343003,1.0,1.0,1.0,1.0
343004,1.0,1.0,1.0,1.0
343005,1.0,1.0,1.0,1.0
343006,1.0,1.0,1.0,1.0
343007,1.0,1.0,1.0,1.0
343008,1.0,1.0,1.0,1.0
343201,1.0,1.0,1.0,1.0
343202,1.0,1.0,1.0,1.0
343203,1.0,1.0,1.0,1.0
343301,0.0,0.0,0.0,0.0
343302,1.0,1.0,1.0,1.0
343303,1.0,1.0,1.0,1.0
343401,1.0,1.0,1.0,1.0
343501,0.0,0.0,0.0,0.0
343502,1.0,1.0,1.0,1.0
343601,1.0,1.0,1.0,0.0
343602,1.0,1.0,1.0,1.0
343603,1.0,1.0,1.0,1.0
343604,1.0,1.0,1.0,1.0
343801,1.0,1.0,1.0,1.0
343802,1.0,1.0,1.0,1.0
343803,1.0,1.0,1.0,1.0
344201,,,,
344202,,,,
344401,1.0,1.0,1.0,1.0
344402,0.0,0.0,0.0,0.0
