C0000100,severity_worst,severity_label,total_convictions_63,total_conviction_types,total_probation,total_incarcerated,target_violent_ever,target_property_ever,target_violent_first_event_year,target_property_first_event_year
393103,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
393104,3,major,0.0,1.0,2.0,1.0,1.0,0.0,1996.0,
393105,2,intermediate,0.0,2.0,2.0,1.0,1.0,1.0,2004.0,2004.0
393401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1990.0,1990.0
393501,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
393502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
393601,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
393602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
394001,0,none,0.0,0.0,0.0,0.0,,,,
394401,0,none,0.0,0.0,1.0,0.0,1.0,1.0,1988.0,1996.0
394402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2004.0
394501,0,none,0.0,0.0,0.0,0.0,,,,
394502,0,none,0.0,0.0,0.0,0.0,,,,
394801,0,none,0.0,0.0,2.0,1.0,1.0,1.0,1994.0,1988.0
394802,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1988.0,
394803,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
394804,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
395201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
395202,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
395301,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
395302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
395303,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
395304,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
396001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2008.0
396201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
396202,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
396203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
396204,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
396401,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
396402,0,none,0.0,0.0,0.0,0.0,0.0,,,
396901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
396902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
397001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
397002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
397003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
397201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,2002.0
397202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
397203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
397501,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
397502,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
397503,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
397504,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
397701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1992.0,1994.0
397702,0,none,0.0,0.0,0.0,0.0,,,,
397801,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2004.0,2002.0
398201,3,major,3.0,7.0,4.0,1.0,1.0,1.0,1990.0,1994.0
398202,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1994.0
398203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,2002.0
398204,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2002.0
398301,0,none,0.0,0.0,0.0,0.0,,,,
398302,0,none,0.0,0.0,0.0,0.0,,,,
398601,0,none,0.0,0.0,2.0,1.0,0.0,0.0,,
398602,0,none,0.0,0.0,0.0,0.0,0.0,,,
398801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1990.0
398802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1992.0,1992.0
399101,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
399102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
399201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
399301,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1988.0,
399302,0,none,0.0,0.0,1.0,0.0,0.0,,,
399303,0,none,0.0,0.0,2.0,0.0,1.0,0.0,1994.0,
399501,0,none,0.0,0.0,1.0,0.0,0.0,0.0,,
399502,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
399503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
399601,3,major,0.0,1.0,2.0,1.0,1.0,1.0,2000.0,2002.0
399602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
399801,0,none,0.0,0.0,0.0,1.0,1.0,1.0,1992.0,1996.0
400101,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2004.0
400102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2008.0
400201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
400202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2006.0
400301,0,none,0.0,0.0,0.0,0.0,0.0,,,
400302,0,none,0.0,0.0,0.0,0.0,,,,
400501,0,none,0.0,0.0,4.0,0.0,1.0,0.0,1998.0,
400502,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
400503,3,major,0.0,2.0,0.0,0.0,1.0,1.0,1998.0,1998.0
400701,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
400702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
401201,1,mild,0.0,1.0,2.0,1.0,0.0,0.0,,
401202,0,none,0.0,0.0,1.0,1.0,0.0,,,
401501,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1996.0,
401502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
401503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
401601,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
401602,1,mild,0.0,1.0,1.0,1.0,0.0,,,
401901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
401902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
402101,0,none,0.0,0.0,1.0,0.0,0.0,0.0,,
402301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2010.0
402302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2016.0
402401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1988.0,1988.0
402402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1988.0,1992.0
402403,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1990.0,1994.0
402601,0,none,0.0,0.0,0.0,0.0,,,,
402602,0,none,0.0,0.0,0.0,0.0,,,,
402603,0,none,0.0,0.0,0.0,0.0,,,,
402701,0,none,0.0,0.0,0.0,0.0,,,,
402702,0,none,0.0,0.0,0.0,0.0,,,,
402703,0,none,0.0,0.0,0.0,0.0,,,,
402704,0,none,0.0,0.0,0.0,0.0,,,,
402801,0,none,0.0,0.0,0.0,0.0,0.0,,,
402802,0,none,0.0,0.0,0.0,0.0,0.0,,,
402803,3,major,0.0,1.0,2.0,2.0,1.0,,2006.0,
403301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
403302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
403501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
403502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
403701,1,mild,0.0,1.0,2.0,0.0,1.0,1.0,2004.0,2004.0
403801,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
403802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
404001,0,none,0.0,0.0,0.0,0.0,,,,
404002,0,none,0.0,0.0,0.0,0.0,,,,
404101,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
404102,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
404103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
404501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1998.0
404502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
404503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
404901,1,mild,1.0,1.0,0.0,0.0,1.0,0.0,1994.0,
404902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1994.0
404903,3,major,0.0,1.0,0.0,0.0,1.0,1.0,2006.0,2006.0
404904,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2008.0
405001,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
405002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2004.0
405003,0,none,0.0,0.0,0.0,0.0,0.0,,,
405101,0,none,0.0,0.0,1.0,1.0,1.0,1.0,1996.0,2002.0
405102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2006.0
405103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2006.0
405701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
405702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
405703,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
406001,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
406002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
406501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
406502,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2006.0,2006.0
406503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
406601,0,none,0.0,0.0,1.0,0.0,0.0,0.0,,
406602,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
407101,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
407401,0,none,0.0,0.0,0.0,0.0,,,,
407402,0,none,0.0,0.0,0.0,0.0,,,,
407403,0,none,0.0,0.0,0.0,0.0,,,,
407701,0,none,0.0,0.0,1.0,0.0,1.0,1.0,1998.0,2002.0
407702,0,none,0.0,0.0,1.0,1.0,1.0,1.0,2010.0,2010.0
407703,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
407801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
407901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
407902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2012.0
408001,0,none,0.0,0.0,0.0,0.0,0.0,,,
408002,0,none,0.0,0.0,0.0,0.0,,,,
408301,0,none,0.0,0.0,0.0,0.0,,,,
408401,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
408402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
408403,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
408501,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1990.0,
408901,0,none,0.0,0.0,1.0,1.0,1.0,1.0,1992.0,1992.0
408902,1,mild,0.0,2.0,2.0,0.0,0.0,0.0,,
408903,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,1996.0
409201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2016.0
409401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2010.0
409402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2014.0
409501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2008.0
409502,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2012.0,2008.0
409503,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2014.0,2014.0
409901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2008.0
410301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
410302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
410501,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
410502,0,none,0.0,0.0,1.0,0.0,1.0,0.0,2000.0,
410801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
410802,0,none,0.0,0.0,0.0,0.0,,,,
410901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
410902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2014.0
411001,0,none,0.0,0.0,1.0,1.0,1.0,1.0,2002.0,2002.0
411002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
411201,0,none,0.0,0.0,0.0,0.0,,,,
411202,0,none,0.0,0.0,0.0,0.0,,,,
411203,0,none,0.0,0.0,0.0,0.0,,,,
411501,0,none,0.0,0.0,0.0,0.0,,,,
411502,0,none,0.0,0.0,0.0,0.0,,,,
412001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1990.0,1990.0
412002,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1990.0,
412101,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
412102,3,major,2.0,1.0,1.0,1.0,1.0,1.0,1988.0,1994.0
412103,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
412301,1,mild,0.0,1.0,2.0,0.0,1.0,1.0,2002.0,2002.0
412302,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2004.0,2004.0
412303,0,none,0.0,0.0,1.0,1.0,1.0,1.0,2002.0,2006.0
413201,0,none,0.0,0.0,1.0,0.0,1.0,1.0,1994.0,2002.0
413202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
413203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2002.0
413204,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
413301,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1992.0,
413302,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
413303,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2000.0
413601,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
413602,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
413603,0,none,0.0,0.0,3.0,0.0,1.0,1.0,2000.0,2002.0
414201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
414501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
414801,0,none,0.0,0.0,2.0,0.0,1.0,1.0,1994.0,1994.0
414802,0,none,0.0,0.0,2.0,0.0,1.0,1.0,1996.0,1996.0
414803,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
414901,0,none,0.0,0.0,0.0,1.0,1.0,1.0,1988.0,1990.0
414902,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
415001,0,none,0.0,0.0,1.0,1.0,0.0,,,
415101,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1996.0
415102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1992.0
415301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
415302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2006.0
415303,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
415401,0,none,0.0,0.0,0.0,0.0,,,,
415402,0,none,0.0,0.0,0.0,0.0,,,,
415403,0,none,0.0,0.0,0.0,0.0,1.0,0.0,2012.0,
415701,0,none,0.0,0.0,0.0,0.0,,,,
415702,0,none,0.0,0.0,0.0,0.0,,,,
415703,0,none,0.0,0.0,0.0,0.0,,,,
415704,0,none,0.0,0.0,0.0,0.0,,,,
416201,0,none,0.0,0.0,0.0,0.0,,,,
416202,0,none,0.0,0.0,0.0,0.0,,,,
416301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2008.0
416701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,1998.0
416702,1,mild,0.0,1.0,1.0,0.0,1.0,1.0,2002.0,2002.0
416901,0,none,0.0,0.0,0.0,0.0,,,,
417001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
417002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
417003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
417501,0,none,0.0,0.0,0.0,0.0,,,,
417502,0,none,0.0,0.0,0.0,0.0,,,,
417601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2012.0
417602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
417701,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
417801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,1998.0
417802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2008.0
417803,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
417901,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
417902,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
417903,0,none,0.0,0.0,2.0,0.0,1.0,1.0,2000.0,2002.0
418001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1996.0
418002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
418003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
418004,0,none,0.0,0.0,2.0,0.0,1.0,1.0,2006.0,2006.0
418201,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
418202,0,none,0.0,0.0,2.0,1.0,1.0,0.0,1996.0,
418401,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
418402,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
418403,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
418404,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
418501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
418502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
418601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
418602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2004.0
418701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
418702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
419001,0,none,0.0,0.0,0.0,0.0,,,,
419002,0,none,0.0,0.0,0.0,0.0,,,,
419201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
419202,0,none,0.0,0.0,0.0,0.0,,,,
419401,1,mild,2.0,1.0,2.0,1.0,1.0,1.0,1994.0,1994.0
419402,0,none,0.0,0.0,1.0,1.0,1.0,0.0,1996.0,
419403,1,mild,0.0,1.0,4.0,4.0,1.0,1.0,2000.0,2004.0
419501,0,none,0.0,0.0,0.0,0.0,1.0,,2008.0,
419502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
419503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
419701,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
419702,1,mild,10.0,1.0,3.0,1.0,1.0,0.0,1990.0,
419703,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2002.0
419801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,1996.0
419901,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
419902,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
419903,2,intermediate,0.0,1.0,5.0,2.0,1.0,,2004.0,
419904,0,none,0.0,0.0,1.0,0.0,0.0,,,
419905,3,major,0.0,3.0,4.0,2.0,1.0,0.0,2000.0,
420001,0,none,0.0,0.0,2.0,1.0,1.0,1.0,2004.0,2004.0
420002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
420301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
420302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
420303,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
420304,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
420305,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
420601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,1998.0
420602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2002.0
420801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
421001,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1994.0,
421002,1,mild,0.0,2.0,1.0,0.0,1.0,1.0,2002.0,2002.0
421201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
421202,3,major,0.0,1.0,0.0,1.0,1.0,1.0,1998.0,2002.0
421203,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2002.0
421204,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
421205,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2012.0
421401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2008.0
421402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
421501,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1990.0,
421801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
421802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
421901,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
422001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
422002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2006.0
422003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2008.0
422301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
422302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
422401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
422402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
422701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
422702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
422801,0,none,0.0,0.0,1.0,0.0,1.0,1.0,1988.0,1988.0
423101,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
423102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,1998.0
423103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
423104,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2014.0
423201,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
423202,0,none,0.0,0.0,0.0,0.0,,,,
423203,0,none,0.0,0.0,1.0,0.0,0.0,0.0,,
423204,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
423601,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
423602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
424601,0,none,0.0,0.0,1.0,0.0,1.0,1.0,1998.0,1998.0
424602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
424603,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
424901,3,major,1.0,1.0,2.0,0.0,1.0,1.0,1992.0,1996.0
424902,3,major,0.0,1.0,2.0,0.0,1.0,0.0,2020.0,
425001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
425002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
425201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
425202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2006.0
425401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2004.0
425402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2008.0
425403,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
425601,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
425602,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
426201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
426202,0,none,0.0,0.0,6.0,1.0,1.0,1.0,1992.0,1994.0
426203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
426204,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
426501,0,none,0.0,0.0,0.0,0.0,,,,
426801,0,none,0.0,0.0,1.0,0.0,0.0,0.0,,
427001,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1990.0,
427002,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
427003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,2002.0
427201,1,mild,0.0,1.0,0.0,0.0,1.0,1.0,2006.0,2006.0
427202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
427401,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
427402,3,major,3.0,2.0,2.0,1.0,1.0,0.0,1992.0,
427403,0,none,0.0,0.0,2.0,1.0,1.0,1.0,1996.0,1996.0
427501,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1994.0
427502,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
427701,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1990.0,
427702,1,mild,1.0,1.0,2.0,0.0,0.0,0.0,,
427703,1,mild,1.0,1.0,2.0,2.0,1.0,1.0,1988.0,1990.0
428001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1992.0
428002,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1992.0
428101,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
428201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,1998.0
428202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
428203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
428301,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
428302,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
428303,0,none,0.0,0.0,0.0,0.0,,,,
428304,0,none,0.0,0.0,0.0,0.0,,,,
428401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
428402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
428601,0,none,0.0,0.0,0.0,0.0,,,,
428602,0,none,0.0,0.0,0.0,0.0,1.0,,2012.0,
428603,0,none,0.0,0.0,0.0,0.0,,,,
429001,1,mild,0.0,1.0,0.0,0.0,1.0,1.0,2000.0,1998.0
429002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
429101,0,none,0.0,0.0,2.0,0.0,1.0,0.0,2010.0,
429201,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2010.0,2010.0
429401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
429402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
429501,0,none,0.0,0.0,0.0,1.0,1.0,1.0,2000.0,1988.0
429502,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
429503,0,none,0.0,0.0,2.0,0.0,1.0,1.0,1996.0,1998.0
