csv_code,coefficient,ref_id,variable,survey_year,feature_group,question,abs_coefficient
Y2876204,-0.02519134519035959,Y28762.04,Q13-3C.02~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.02519134519035959
C2497200,-0.02481377771194516,C24972.00,BPEXTZ2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.02481377771194516
C3420900,0.02475066422139949,C34209.00,MS-BPI-13,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.02475066422139949
C0944800,0.02451863917451551,C09448.00,CS906661,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED MARIJUANA,0.02451863917451551
C0945000,-0.024514381975528653,C09450.00,CS906665,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED MARIJUANA,0.024514381975528653
C3050500,-0.024341867535960834,C30505.00,CSAS063,2004,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,0.024341867535960834
C2796900,0.024137232385059302,C27969.00,BPEXTP2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,0.024137232385059302
C2526100,0.02405822742320824,C25261.00,ANTIP2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,0.02405822742320824
C3608100,0.024017222658691297,C36081.00,BPEXTR2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,0.024017222658691297
C0576705,0.023611767282981137,C05767.05,BPEXTP1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,0.023611767282981137
Y3246105,0.023599123999638795,Y32461.05,Q13-3A.03~000006,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.023599123999638795
C1588500,0.023586743074967692,C15885.00,CS960817,1996,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,0.023586743074967692
C2526000,0.023570963241817795,C25260.00,ANTIPX2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.023570963241817795
C2433100,0.023531684823781186,C24331.00,MS2-06,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.023531684823781186
C2769800,0.023377291286773464,C27698.00,CSAS056B,2002,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,0.023377291286773464
Y0379100,-0.02330780190448772,Y03791.00,YASR-66,1994,prior delinquency/contact,YASR: EVER BEEN SENTENCED TO A CORRECTIONS INSTITUTION/JAIL/REFORM,0.02330780190448772
S0013300,-0.023036018084386718,S00133.00,C1Q59,1995,school/achievement,SCHOOLING #1: AMOUNT OF HOMEWORK ASSIGNED AT GRADE LEVEL,0.023036018084386718
Y0376900,-0.022866558123002825,Y03769.00,YASR-63,1994,prior delinquency/contact,YA SELF-REPORT: NUMBER OF TIMES BEEN CONVICTED OF SOMETHING,0.022866558123002825
C3104900,-0.02266776362424528,C31049.00,BPEXTP2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,0.02266776362424528
C0576200,0.02265412286205943,C05762.00,ANTIZX1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.02265412286205943
Y0668900,-0.0226407096099296,Y06689.00,YASR-61E,1996,prior delinquency/contact,YA SELF-REPORT: EVER IN LAST YEAR DAMAGED PROPERTY OF OTHERS ON,0.0226407096099296
Y0379900,-0.022576118468125572,Y03799.00,YASR-66F,1994,prior delinquency/contact,YA SELF-REPORT: AGE WHEN FIRST REFERRED TO COURT-RELATED COUNSELING,0.022576118468125572
C0797104,-0.02241495858883522,C07971.04,BPEXTR1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,0.02241495858883522
C2740400,0.02230596534638346,C27404.00,BPI-31,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.02230596534638346
C5807800,0.02206887103569183,C58078.00,ANTIPX2014,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.02206887103569183
Y0671200,-0.022044552841872015,Y06712.00,YASR-65A~000003,1996,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF THEFT?,0.022044552841872015
C1562500,-0.0219512339710334,C15625.00,BPEXTR1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,0.0219512339710334
C0565200,-0.02187952193570801,C05652.00,MS860530,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.02187952193570801
C0574800,0.021686053357265,C05748.00,ANTIZ1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.021686053357265
C0733600,-0.021588420267170526,C07336.00,CS884256,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED ANY DRUGS,0.021588420267170526
Y0378700,0.021134235548200393,Y03787.00,YASR-67,1994,prior delinquency/contact,YA SELF-REPORT: EVER BEEN ON PROBATION?,0.021134235548200393
C6053500,0.021058483093254008,C60535.00,ANTI2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,0.021058483093254008
C1979700,0.02078793599586354,C19797.00,MS984028,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.02078793599586354
C1562700,-0.0207639888759945,C15627.00,BPEXTZ1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.0207639888759945
Y1942107,-0.020517707348810497,Y19421.07,YASR-65A~000008,2006,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,0.020517707348810497
Y2875605,-0.020475109568677707,Y28756.05,Q13-3A.02~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.020475109568677707
C1504700,-0.020287395248438953,C15047.00,ANTIZX1994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.020287395248438953
C1796600,-0.020242926976072474,C17966.00,ANTIPX1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.020242926976072474
C3873900,-0.020165675838508028,C38739.00,CSAS057B,2008,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN,0.020165675838508028
C1197415,-0.019886624531787064,C11974.15,BPEXTP1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,0.019886624531787064
Y0375200,0.019881978624215584,Y03752.00,YASR-61E,1994,prior delinquency/contact,YA SELF-REPORT: EVER IN LAST YEAR DAMAGED PROPERTY OF OTHERS ON,0.019881978624215584
C6100400,0.019798928561947794,C61004.00,MS-BPI-10,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.019798928561947794
Y3246704,-0.01972469610394247,Y32467.04,Q13-3C.03~000011,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.01972469610394247
C3104300,-0.019328257345718684,C31043.00,BPMIS22006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,0.019328257345718684
C1503300,-0.01922403181551538,C15033.00,ANTIZ1994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.01922403181551538
Y0671800,-0.01908390508895599,Y06718.00,YASR-65A~000009,1996,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?,0.01908390508895599
Y3587500,0.019015454321807897,Y35875.00,Q13-3D.01~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.019015454321807897
C2497400,-0.018878350331822637,C24974.00,ANTI2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,0.018878350331822637
C2497700,-0.01871362188092797,C24977.00,ANTIZX2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.01871362188092797
C3987800,-0.018399077249841318,C39878.00,ANTIZX2010,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.018399077249841318
C1795900,-0.018210597305611337,C17959.00,ANTIZ1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.018210597305611337
C1196900,-0.01792560390941382,C11969.00,ANTIZX1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.01792560390941382
C1137200,-0.01785524016281636,C11372.00,CS926762,1992,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,0.01785524016281636
C0566600,-0.017705399153536583,C05666.00,MS860544,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.017705399153536583
Y0970800,0.017638170122801257,Y09708.00,YASR-66D,1998,prior delinquency/contact,YASR: EVER BEEN REFERRED TO COURT-RELATED COUNSELING BY,0.017638170122801257
Y3586505,-0.017612547649599554,Y35865.05,Q13-3A.03~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.017612547649599554
C6033200,-0.01751268719731877,C60332.00,MS-BPI-19,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.01751268719731877
C3370000,-0.017403007185926363,C33700.00,CSAS056B,2006,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,0.017403007185926363
Y3248403,0.01736758570076224,Y32484.03,Q13-3F.02~000028,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.01736758570076224
C1977900,0.017366268433665077,C19779.00,MS984010,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.017366268433665077
Y0970200,0.017337377106151044,Y09702.00,YASR-66,1998,prior delinquency/contact,YASR: EVER BEEN SENTENCED TO A CORRECTIONS INSTITUTION/JAIL/REFORM,0.017337377106151044
Y1669300,0.017326107285440075,Y16693.00,YASR-69B,2004,socioeconomic/work,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?,0.017326107285440075
Y2258200,0.017258038102441434,Y22582.00,YASR-66,2008,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS,0.017258038102441434
Y0954700,0.017219771598193764,Y09547.00,YASR-24A,1998,substance/risk behavior,YA SELF-REPORT:  HAVE YOU EVER USED MARIJUANA,0.017219771598193764
Y2939300,-0.016986939272341253,Y29393.00,Q16-11D,2012,other,TREATMENT BY OTHERS:  HOW OFTEN PEOPLE HAVE ACTED AS IF THEY THINK,0.016986939272341253
C5192400,0.016946242901139726,C51924.00,MS-BPI-28,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.016946242901139726
Y2877400,0.016771586439725324,Y28774.00,Q13-3E.02~000019,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.016771586439725324
Y3246003,-0.01677148766771046,Y32460.03,Q13-3A.02~000004,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.01677148766771046
C0944600,-0.016601257136018094,C09446.00,CS906657,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE R DRUNK ALCOHOL IN THE PAST 3 MONTHS,0.016601257136018094
Y0377700,-0.01659489442395676,Y03777.00,YASR-65A~000005,1994,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF DESTRUCTION OF PROPERTY?,0.01659489442395676
C3049700,0.01647453505564422,C30497.00,CSAS056B,2004,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,0.01647453505564422
Y3246103,0.016272929765361353,Y32461.03,Q13-3A.03~000004,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.016272929765361353
Y0968600,-0.01619272579619973,Y09686.00,YASR-65A~000003,1998,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF THEFT?,0.01619272579619973
C5971300,-0.015786913544004865,C59713.00,CSAS056B,2014,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,0.015786913544004865
C3370200,0.015782358874952624,C33702.00,CSAS057B,2006,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN,0.015782358874952624
C5122100,0.015552976019743094,C51221.00,CSAS057B,2010,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN,0.015552976019743094
C3040300,0.015522471064693497,C30403.00,CSAS024A,2004,peer/neighborhood,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON,0.015522471064693497
Y2959804,0.015439072048065803,Y29598.04,YASR-65A~000005,2012,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,0.015439072048065803
Y1942100,0.015316478838166576,Y19421.00,YASR-65A~000001,2006,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,0.015316478838166576
C6102200,0.015314634385495187,C61022.00,MS-BPI-28,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.015314634385495187
C6053600,-0.015240260639675303,C60536.00,ANTIPX2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.015240260639675303
C1558800,-0.015036869251542608,C15588.00,ANTI1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,0.015036869251542608
C3946100,0.01498585258857738,C39461.00,MS-BPI-06,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.01498585258857738
C2797300,0.014835243039247067,C27973.00,ANTIPX2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.014835243039247067
C0997104,0.014814630268118134,C09971.04,BPEXTR1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,0.014814630268118134
C5531700,0.014809843616092354,C55317.00,ANTIP2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,0.014809843616092354
C1182600,0.014766790109746807,C11826.00,MS921334,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.014766790109746807
Y2878003,0.014410204988366713,Y28780.03,Q13-3F.02~000028,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.014410204988366713
C5531300,0.014212705934385521,C55313.00,BPEXTZ2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.014212705934385521
C2525600,0.014074923591156682,C25256.00,BPEXTP2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,0.014074923591156682
Y0377500,-0.01395683123772097,Y03775.00,YASR-65A~000003,1994,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF THEFT?,0.01395683123772097
Y3325701,0.013905371803990658,Y33257.01,YASR-60B-J~000002,2014,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED,0.013905371803990658
C0565000,0.01385445834630408,C05650.00,MS860528,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.01385445834630408
C5767200,-0.013742143751061505,C57672.00,MS-BPI-31,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.013742143751061505
C0944700,0.013632925755700947,C09447.00,CS906659,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST DRANK ALCOHOL,0.013632925755700947
Y3396500,-0.013366627978774448,Y33965.00,Q4-5AB,2016,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON,0.013366627978774448
Y3586403,-0.013298656139138734,Y35864.03,Q13-3A.02~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.013298656139138734
C3609200,-0.013290368469864845,C36092.00,ANTIZX2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.013290368469864845
C5808000,-0.013083961448751678,C58080.00,ANTIZX2014,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.013083961448751678
C1532700,-0.012684453083119723,C15327.00,CS96H-22,1996,health,HEALTH: CHILD HEIGHT - FEET,0.012684453083119723
C3105200,0.01251739034829675,C31052.00,ANTI2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,0.01251739034829675
C3105000,-0.01248996219906295,C31050.00,BPEXTZ2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.01248996219906295
C3608600,-0.012429899061116316,C36086.00,BPEXTP2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,0.012429899061116316
Y2959200,-0.012400662546777188,Y29592.00,YASR-61B,2012,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,0.012400662546777188
Y3327000,-0.012268191074056377,Y33270.00,YASR-69B,2014,socioeconomic/work,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?,0.012268191074056377
C2797400,-0.012006283396348896,C27974.00,ANTIP2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,0.012006283396348896
C5965500,-0.011819374980676757,C59655.00,CSAS024A,2014,peer/neighborhood,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON,0.011819374980676757
C2497800,0.011769208654202465,C24978.00,ANTIZ2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.011769208654202465
C3105500,0.011707510057709094,C31055.00,ANTIZX2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.011707510057709094
Y3586405,-0.011703774158833393,Y35864.05,Q13-3A.02~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.011703774158833393
C2496500,0.011571866119609841,C24965.00,BPMIS22000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,0.011571866119609841
C1910300,-0.011269539873627492,C19103.00,CS98005A,1998,family/home,CHILD SELF-ADMIN: HOW MUCH SAY IN RULES ABOUT WATCHING TV,0.011269539873627492
C3874500,-0.01123452068424986,C38745.00,CSAS063,2008,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,0.01123452068424986
C0797106,-0.0109369705977125,C07971.06,BPEXTZ1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.0109369705977125
C0733400,0.01093386900899038,C07334.00,CS884254,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED OTHER DRUGS,0.01093386900899038
Y2876303,0.010873831238976853,Y28763.03,Q13-3C.03~000010,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.010873831238976853
C3105300,0.010854651581726956,C31053.00,ANTIPX2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.010854651581726956
C3945900,0.01066986092981312,C39459.00,MS-BPI-04,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.01066986092981312
C5531900,0.010500955879059404,C55319.00,ANTIZ2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.010500955879059404
C3105400,0.010174525379070773,C31054.00,ANTIP2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,0.010174525379070773
C0576704,-0.01001274316086885,C05767.04,BPEXTR1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,0.01001274316086885
C0795200,-0.00977816948637239,C07952.00,ANTIZ1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.00977816948637239
Y2877300,0.009708423328301982,Y28773.00,Q13-3E.01~000019,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.009708423328301982
Y0375300,-0.009587607621563651,Y03753.00,YASR-61B,1994,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN PAST YEAR GOTTEN INTO FIGHT AT,0.009587607621563651
C1798400,-0.009418574276146898,C17984.00,BPEXTZ1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.009418574276146898
C0984800,-0.009276675512341626,C09848.00,MS901343,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.009276675512341626
C3987900,0.009117711160841525,C39879.00,ANTIZ2010,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.009117711160841525
C1560200,-0.009076807152283452,C15602.00,ANTIZ1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.009076807152283452
Y3247800,-0.00904539572852472,Y32478.00,Q13-3E.02~000019,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.00904539572852472
Y0378400,-0.008997411500758883,Y03784.00,YASR-65A~000012,1994,substance/risk behavior,YASR: EVER CONVICTED OF DRINKING/PURCHASING ALCOHOL WHILE UNDER,0.008997411500758883
Y3586503,-0.008869284479221288,Y35865.03,Q13-3A.03~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.008869284479221288
C1183100,-0.008848922846292389,C11831.00,MS921343,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.008848922846292389
Y0671600,-0.008761651699813553,Y06716.00,YASR-65A~000007,1996,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR,0.008761651699813553
Y3588803,-0.008655518268956637,Y35888.03,Q13-3F.02~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.008655518268956637
Y2877500,0.008587779851877529,Y28775.00,Q13-3E.03~000019,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.008587779851877529
Y3246703,-0.008573328891129259,Y32467.03,Q13-3C.03~000010,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.008573328891129259
Y2258106,0.008466549744791791,Y22581.06,YASR-65A~000007,2008,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,0.008466549744791791
Y3589501,-0.008371591712658291,Y35895.01,Q13-3G.03~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.008371591712658291
C2796400,0.008268521394996831,C27964.00,BPEXTR2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,0.008268521394996831
Y2878103,0.008121589814141725,Y28781.03,Q13-3F.03~000028,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.008121589814141725
C3608700,0.008116881292010929,C36087.00,BPEXTZ2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.008116881292010929
Y2878701,0.008013463344655981,Y28787.01,Q13-3G.03~000026,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.008013463344655981
Y2876304,0.00767005926850751,Y28763.04,Q13-3C.03~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.00767005926850751
Y0376800,0.007543889522365393,Y03768.00,YASR-62A,1994,prior delinquency/contact,YASR: EVER BEEN CONVICTED OF CHARGES OTHER THAN MINOR TRAFFIC,0.007543889522365393
C2739100,0.007456836204462259,C27391.00,BPI-19,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.007456836204462259
