csv_code,mean_abs_shap_logit,mean_shap_logit,n_splits,mean_split_loss,ref_id,variable,survey_year,feature_group,question
C0127914,0.0,0.0,0,,C01279.14,NH12_171994,1994,family/home,# HOUSEHOLD MEMBERS AGED 12 - 17 IN HOUSEHOLD OF MOTHER
C1220200,0.0,0.0,0,,C12202.00,CS94H-22,1994,health,HEALTH: CHILD'S HEIGHT - FEET
C1366200,0.0,0.0,0,,C13662.00,CS942517,1994,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
Y0375200,0.0,0.0,0,,Y03752.00,YASR-61E,1994,prior delinquency/contact,YA SELF-REPORT: EVER IN LAST YEAR DAMAGED PROPERTY OF OTHERS ON
Y0375300,0.0,0.0,0,,Y03753.00,YASR-61B,1994,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN PAST YEAR GOTTEN INTO FIGHT AT
Y0376500,0.0,0.0,0,,Y03765.00,YASR-61O,1994,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN LAST YEAR HURT SOMEONE ENOUGH TO
Y0376800,0.0,0.0,0,,Y03768.00,YASR-62A,1994,prior delinquency/contact,YASR: EVER BEEN CONVICTED OF CHARGES OTHER THAN MINOR TRAFFIC
Y0376900,0.0,0.0,0,,Y03769.00,YASR-63,1994,prior delinquency/contact,YA SELF-REPORT: NUMBER OF TIMES BEEN CONVICTED OF SOMETHING
Y0377300,0.0,0.0,0,,Y03773.00,YASR-65A~000001,1994,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF ASSAULT?
Y0377400,0.0,0.0,0,,Y03774.00,YASR-65A~000002,1994,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF ROBBERY?
Y0377500,0.0,0.0,0,,Y03775.00,YASR-65A~000003,1994,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF THEFT?
Y0377600,0.0,0.0,0,,Y03776.00,YASR-65A~000004,1994,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF FENCING/RECEIVING/SELLING STOLEN
Y0377700,0.0,0.0,0,,Y03777.00,YASR-65A~000005,1994,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF DESTRUCTION OF PROPERTY?
Y0378600,0.0,0.0,0,,Y03786.00,YASR-65B,1994,prior delinquency/contact,YA SELF-REPORT: EVER BEEN CONVICTED OF ANYTHING IN ADULT COURT?
Y0378700,0.0,0.0,0,,Y03787.00,YASR-67,1994,prior delinquency/contact,YA SELF-REPORT: EVER BEEN ON PROBATION?
Y0379000,0.0,0.0,0,,Y03790.00,YASR-67B,1994,prior delinquency/contact,YA SELF-REPORT: STILL ON PROBATION
Y0379100,0.0,0.0,0,,Y03791.00,YASR-66,1994,prior delinquency/contact,YASR: EVER BEEN SENTENCED TO A CORRECTIONS INSTITUTION/JAIL/REFORM
C1636600,0.0,0.0,0,,C16366.00,MS961433,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C1637100,0.0,0.0,0,,C16371.00,MS961443,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C1503300,0.0,0.0,0,,C15033.00,ANTIZ1994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C1592100,0.0,0.0,0,,C15921.00,CS960935,1996,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL
Y0671600,0.0,0.0,0,,Y06716.00,YASR-65A~000007,1996,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR
Y0671700,0.0,0.0,0,,Y06717.00,YASR-65A~000008,1996,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF SELLING MARIJUANA OR HASHISH?
Y0671800,0.0,0.0,0,,Y06718.00,YASR-65A~000009,1996,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?
Y0672100,0.0,0.0,0,,Y06721.00,YASR-65A~000012,1996,substance/risk behavior,YASR: EVER CONVICTED OF DRINKING/PURCHASING ALCOHOL WHILE UNDER
C1980000,0.0,0.0,0,,C19800.00,MS984031,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C1794500,0.0,0.0,0,,C17945.00,ANTI1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C1795200,0.0,0.0,0,,C17952.00,ANTIP1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C1795900,0.0,0.0,0,,C17959.00,ANTIZ1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C1796600,0.0,0.0,0,,C17966.00,ANTIPX1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C1797300,0.0,0.0,0,,C17973.00,ANTIZX1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C1798200,0.0,0.0,0,,C17982.00,BPEXTR1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C1798300,0.0,0.0,0,,C17983.00,BPEXTP1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C1798400,0.0,0.0,0,,C17984.00,BPEXTZ1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C1798900,0.0,0.0,0,,C17989.00,BPMIS21998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
C1977300,0.0,0.0,0,,C19773.00,MS984004,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C1977500,0.0,0.0,0,,C19775.00,MS984006,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C1977900,0.0,0.0,0,,C19779.00,MS984010,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C1978000,0.0,0.0,0,,C19780.00,MS984011,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C1978200,0.0,0.0,0,,C19782.00,MS984013,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C1978800,0.0,0.0,0,,C19788.00,MS984019,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C1979700,0.0,0.0,0,,C19797.00,MS984028,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C1910300,0.0,0.0,0,,C19103.00,CS98005A,1998,family/home,CHILD SELF-ADMIN: HOW MUCH SAY IN RULES ABOUT WATCHING TV
C1944900,0.0,0.0,0,,C19449.00,MS981A16,1998,family/home,HOME PART A (0-2 YRS): HOW OFTEN MOTHER TALKS TO CHILD WHILE
C1592600,0.0,0.0,0,,C15926.00,CS960945,1996,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA
Y0674200,0.0,0.0,0,,Y06742.00,YASR-69B,1996,socioeconomic/work,YA SELF-REPORT: WAS VOLUNTEER WORK COURT ORDERED?
C1637300,0.0,0.0,0,,C16373.00,MS961447,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C1662300,0.0,0.0,0,,C16623.00,CS96MATH_GRD,1996,school/achievement,PIAT MATH: CHILD GRADE IN SCHOOL
C1637900,0.0,0.0,0,,C16379.00,MS961459,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C1638800,0.0,0.0,0,,C16388.00,MS961513,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C0128014,0.0,0.0,0,,C01280.14,NH12_171996,1996,family/home,# HOUSEHOLD MEMBERS AGED 12 - 17 IN HOUSEHOLD OF MOTHER
C1532700,0.0,0.0,0,,C15327.00,CS96H-22,1996,health,HEALTH: CHILD HEIGHT - FEET
C1588500,0.0,0.0,0,,C15885.00,CS960817,1996,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
Y0668900,0.0,0.0,0,,Y06689.00,YASR-61E,1996,prior delinquency/contact,YA SELF-REPORT: EVER IN LAST YEAR DAMAGED PROPERTY OF OTHERS ON
Y0669000,0.0,0.0,0,,Y06690.00,YASR-61B,1996,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN PAST YEAR GOTTEN INTO FIGHT AT
Y0670200,0.0,0.0,0,,Y06702.00,YASR-61O,1996,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN LAST YEAR HURT SOMEONE ENOUGH TO
Y0670500,0.0,0.0,0,,Y06705.00,YASR-62A,1996,prior delinquency/contact,YASR: EVER BEEN CONVICTED OF CHARGES OTHER THAN MINOR TRAFFIC
Y0670600,0.0,0.0,0,,Y06706.00,YASR-63,1996,prior delinquency/contact,YA SELF-REPORT: NUMBER OF TIMES BEEN CONVICTED OF SOMETHING
Y0671000,0.0,0.0,0,,Y06710.00,YASR-65A~000001,1996,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF ASSAULT?
Y0671100,0.0,0.0,0,,Y06711.00,YASR-65A~000002,1996,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF ROBBERY?
Y0671200,0.0,0.0,0,,Y06712.00,YASR-65A~000003,1996,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF THEFT?
Y0671300,0.0,0.0,0,,Y06713.00,YASR-65A~000004,1996,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF FENCING/RECEIVING/SELLING STOLEN
Y0671400,0.0,0.0,0,,Y06714.00,YASR-65A~000005,1996,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF DESTRUCTION OF PROPERTY?
Y0672300,0.0,0.0,0,,Y06723.00,YASR-65B,1996,prior delinquency/contact,YA SELF-REPORT: EVER BEEN CONVICTED OF ANYTHING IN ADULT COURT?
Y0672400,0.0,0.0,0,,Y06724.00,YASR-67,1996,prior delinquency/contact,YA SELF-REPORT: EVER BEEN ON PROBATION?
Y0672700,0.0,0.0,0,,Y06727.00,YASR-67B,1996,prior delinquency/contact,YA SELF-REPORT: STILL ON PROBATION
Y0672800,0.0,0.0,0,,Y06728.00,YASR-66,1996,prior delinquency/contact,YASR: EVER BEEN SENTENCED TO A CORRECTIONS INSTITUTION/JAIL/REFORM
Y0673400,0.0,0.0,0,,Y06734.00,YASR-66D,1996,prior delinquency/contact,YASR: EVER BEEN REFERRED TO COURT-RELATED COUNSELING BY
Y0673500,0.0,0.0,0,,Y06735.00,YASR-66E,1996,prior delinquency/contact,YA SELF-REPORT: NUMBER OF TIMES REFERRED TO COURT-RELATED
Y0673600,0.0,0.0,0,,Y06736.00,YASR-66F,1996,prior delinquency/contact,YA SELF-REPORT: AGE WHEN FIRST REFERRED TO COURT-RELATED COUNSELING
C1588800,0.0,0.0,0,,C15888.00,CS960823,1996,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
C1504000,0.0,0.0,0,,C15040.00,ANTIPX1994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C1502600,0.0,0.0,0,,C15026.00,ANTIP1994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C1927400,0.0,0.0,0,,C19274.00,CS98040B,1998,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
C0795200,0.0,0.0,0,,C07952.00,ANTIZ1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C0796600,0.0,0.0,0,,C07966.00,ANTIZX1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C0797104,0.0,0.0,0,,C07971.04,BPEXTR1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C0797105,0.0,0.0,0,,C07971.05,BPEXTP1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C0797106,0.0,0.0,0,,C07971.06,BPEXTZ1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C0783700,0.0,0.0,0,,C07837.00,MS880834,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C0119000,0.0,0.0,0,,C01190.00,NH6_111988,1988,family/home,NUMBER OF HOUSEHOLD MEMBERS AGED 6 - 11
C0606300,0.0,0.0,0,,C06063.00,CS881515,1988,health,HEALTH: CHILD'S HEIGHT - FEET
C0730700,0.0,0.0,0,,C07307.00,CS884221,1988,prior delinquency/contact,CHILD SELF-ADMINISTERED: HURT SOMEONE BAD ENOUGH TO NEED A DOCTOR
C0731000,0.0,0.0,0,,C07310.00,CS884224,1988,school/achievement,CHILD SELF-ADMINISTERED: DAMAGED SCHOOL PROPERTY ON PURPOSE
C0732800,0.0,0.0,0,,C07328.00,CS884246,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER DRUNK ALCOHOL
C0732900,0.0,0.0,0,,C07329.00,CS884247,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE R DRUNK ALCOHOL IN PAST 3 MONTHS
C0733000,0.0,0.0,0,,C07330.00,CS884248,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST DRANK ALCOHOL
C0733100,0.0,0.0,0,,C07331.00,CS884250,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED MARIJUANA
C0733200,0.0,0.0,0,,C07332.00,CS884251,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: R USED MARIJUANA IN THE PAST 3 MONTHS
C0733300,0.0,0.0,0,,C07333.00,CS884252,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED MARIJUANA
C0733400,0.0,0.0,0,,C07334.00,CS884254,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED OTHER DRUGS
C0733500,0.0,0.0,0,,C07335.00,CS884255,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: USED OTHER DRUGS IN THE PAST 3 MONTHS
C0733600,0.0,0.0,0,,C07336.00,CS884256,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED ANY DRUGS
C0986800,0.0,0.0,0,,C09868.00,MS901419,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C0984100,0.0,0.0,0,,C09841.00,MS901329,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C0984300,0.0,0.0,0,,C09843.00,MS901333,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C0984700,0.0,0.0,0,,C09847.00,MS901341,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C0984800,0.0,0.0,0,,C09848.00,MS901343,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C0795900,0.0,0.0,0,,C07959.00,ANTIPX1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C0794500,0.0,0.0,0,,C07945.00,ANTIP1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C0985600,0.0,0.0,0,,C09856.00,MS901359,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C0793800,0.0,0.0,0,,C07938.00,ANTI1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C0564500,0.0,0.0,0,,C05645.00,MS860523,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C0564900,0.0,0.0,0,,C05649.00,MS860527,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C0565000,0.0,0.0,0,,C05650.00,MS860528,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C0565200,0.0,0.0,0,,C05652.00,MS860530,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C0565800,0.0,0.0,0,,C05658.00,MS860536,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C0573400,0.0,0.0,0,,C05734.00,ANTI1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C0574100,0.0,0.0,0,,C05741.00,ANTIP1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C0574800,0.0,0.0,0,,C05748.00,ANTIZ1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C0575500,0.0,0.0,0,,C05755.00,ANTIPX1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C0576200,0.0,0.0,0,,C05762.00,ANTIZX1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C0576704,0.0,0.0,0,,C05767.04,BPEXTR1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C0576705,0.0,0.0,0,,C05767.05,BPEXTP1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C0576706,0.0,0.0,0,,C05767.06,BPEXTZ1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C0112600,0.0,0.0,0,,C01126.00,NHCHLD1986,1986,family/home,NUMBER OF MEMBERS UNDER 18 IN HH OF MOTHER
C0577900,0.0,0.0,0,,C05779.00,BODY1986,1986,school/achievement,KNOWLEDGE OF BODY PARTS: TOTAL RAW SCORE
C0578100,0.0,0.0,0,,C05781.00,LOCA1986,1986,school/achievement,MEMORY FOR LOCATION:  TOTAL RAW SCORE
C0783400,0.0,0.0,0,,C07834.00,MS880831,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C0781100,0.0,0.0,0,,C07811.00,MS880775,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C0781300,0.0,0.0,0,,C07813.00,MS880777,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C0781700,0.0,0.0,0,,C07817.00,MS880814,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C0781800,0.0,0.0,0,,C07818.00,MS880815,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C0782000,0.0,0.0,0,,C07820.00,MS880817,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C0782600,0.0,0.0,0,,C07826.00,MS880823,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C0985000,0.0,0.0,0,,C09850.00,MS901347,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C0993800,0.0,0.0,0,,C09938.00,ANTI1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C1501900,0.0,0.0,0,,C15019.00,ANTI1994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C1183300,0.0,0.0,0,,C11833.00,MS921347,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C1194100,0.0,0.0,0,,C11941.00,ANTI1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C1194800,0.0,0.0,0,,C11948.00,ANTIP1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C1195500,0.0,0.0,0,,C11955.00,ANTIZ1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C1196200,0.0,0.0,0,,C11962.00,ANTIPX1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C1196900,0.0,0.0,0,,C11969.00,ANTIZX1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C1197414,0.0,0.0,0,,C11974.14,BPEXTR1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C1197415,0.0,0.0,0,,C11974.15,BPEXTP1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C1197416,0.0,0.0,0,,C11974.16,BPEXTZ1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C1184800,0.0,0.0,0,,C11848.00,MS921413,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C1137200,0.0,0.0,0,,C11372.00,CS926762,1992,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
C1137500,0.0,0.0,0,,C11375.00,CS926768,1992,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
C1140000,0.0,0.0,0,,C11400.00,CS926857,1992,substance/risk behavior,CHILD SELF-ADMINISTERED: HAS CHILD DRUNK ALCOHOL IN THE PAST 3
C1140100,0.0,0.0,0,,C11401.00,CS926859,1992,substance/risk behavior,CHILD SELF-ADMINISTERED: CHILD'S AGE WHEN FIRST DRANK ALCOHOL
C1140300,0.0,0.0,0,,C11403.00,CS926863,1992,substance/risk behavior,CHILD SELF-ADMINISTERED: HAS CHILD USED MARIJUANA IN THE PAST 3
C1140400,0.0,0.0,0,,C11404.00,CS926865,1992,substance/risk behavior,CHILD SELF-ADMINISTERED: CHILD'S AGE WHEN FIRST USED MARIJUANA
C1140600,0.0,0.0,0,,C11406.00,CS926869,1992,substance/risk behavior,CHILD SELF-ADMINISTERED: HAS CHILD USED OTHER DRUGS IN THE PAST 3
C1437500,0.0,0.0,0,,C14375.00,MS941519,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C1434800,0.0,0.0,0,,C14348.00,MS941429,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C1435000,0.0,0.0,0,,C14350.00,MS941433,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C1435400,0.0,0.0,0,,C14354.00,MS941441,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C1435500,0.0,0.0,0,,C14355.00,MS941443,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C1435700,0.0,0.0,0,,C14357.00,MS941447,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C1436300,0.0,0.0,0,,C14363.00,MS941459,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C1183900,0.0,0.0,0,,C11839.00,MS921359,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C1183100,0.0,0.0,0,,C11831.00,MS921343,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C0994500,0.0,0.0,0,,C09945.00,ANTIP1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C1183000,0.0,0.0,0,,C11830.00,MS921341,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C0995200,0.0,0.0,0,,C09952.00,ANTIZ1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C0995900,0.0,0.0,0,,C09959.00,ANTIPX1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C0996600,0.0,0.0,0,,C09966.00,ANTIZX1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C0997104,0.0,0.0,0,,C09971.04,BPEXTR1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C0997105,0.0,0.0,0,,C09971.05,BPEXTP1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C0997106,0.0,0.0,0,,C09971.06,BPEXTZ1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C0986500,0.0,0.0,0,,C09865.00,MS901413,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C0823600,0.0,0.0,0,,C08236.00,CS902039,1990,health,HEALTH: IS CHILD 8 YRS OR OLDER?
